b00,b01,b02,b03,b04,b05,b06,b07,b10,b11,b12,b13,b14,b15,b16,b17,b20,b21,b22,b23,b24,b25,b26,b27,hand_me,hand_enemy,board_me,board_enemy,solto,solfrom,solremove
0,0,0,1,1,1,2,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,3,5,"111300"
1,0,0,0,0,2,0,2,2,1,0,0,2,2,0,0,0,1,0,0,1,1,0,0,3,2,5,5,"200000"
2,1,0,2,1,0,0,2,1,0,1,2,0,1,0,0,2,1,2,1,0,0,2,0,0,0,7,7,"132321"
1,2,0,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,2,2,2,1,0,0,3,2,5,6,"170000"
1,2,1,2,0,1,0,0,0,1,1,1,1,2,2,0,0,1,0,0,2,0,0,0,0,0,8,5,"272600"
0,1,1,2,2,0,0,1,2,0,1,2,0,1,2,0,2,1,2,2,1,1,2,0,0,0,8,9,"010000"
2,1,1,0,2,0,1,2,2,2,1,0,0,0,0,0,2,0,1,2,0,0,2,2,0,0,5,9,"172700"
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,2,2,0,0,0,3,4,"071500"
0,2,0,0,1,0,1,2,0,0,2,1,0,0,0,1,1,1,0,2,0,2,0,0,0,0,6,5,"242300"
0,0,0,2,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,3,"060500"
1,2,0,2,0,0,1,0,1,2,0,2,1,0,0,0,0,1,2,0,0,0,1,0,0,0,6,5,"222100"
2,0,0,0,0,0,0,0,1,1,1,1,2,2,1,0,2,0,0,1,0,2,2,1,1,1,7,6,"022300"
0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,7,1,2,"150000"
0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,2,1,2,0,0,5,4,"141300"
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,2,0,1,2,1,0,2,0,0,6,4,"071700"
2,0,0,0,2,1,2,1,1,2,0,0,1,1,2,1,0,2,2,1,2,2,0,0,0,0,7,9,"262700"
2,1,0,0,2,0,0,2,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,3,5,"012621"
0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,2,1,2,0,0,0,3,4,"061500"
0,2,0,2,2,2,0,2,1,1,1,0,2,0,0,1,0,0,0,0,2,0,1,2,0,0,5,8,"262714"
2,0,2,0,2,2,1,1,1,1,1,1,0,2,1,0,2,0,0,0,2,0,0,0,0,0,7,7,"272600"
0,0,1,2,1,1,2,0,1,1,2,2,0,2,1,2,0,0,0,0,2,0,0,1,1,1,7,7,"210000"
0,2,0,0,1,1,0,2,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,3,6,"111421"
0,1,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,5,4,"170700"
0,2,0,2,1,0,0,1,2,1,0,1,2,1,2,2,0,0,0,0,1,1,2,0,0,0,7,7,"071700"
0,2,0,0,1,2,0,0,0,0,1,0,1,1,0,2,0,1,0,1,0,1,1,1,0,0,9,3,"040312"
1,2,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,1,2,1,0,0,4,5,"232400"
2,0,1,0,2,0,0,0,0,2,0,0,1,2,1,1,1,1,0,0,2,2,0,1,1,1,7,6,"221300"
2,0,1,0,0,0,2,0,0,2,0,0,2,1,0,2,0,0,0,2,1,2,0,1,0,0,4,7,"130326"
2,0,2,2,2,0,0,0,0,1,0,2,1,1,1,0,0,2,1,1,2,0,0,0,0,0,6,7,"150500"
1,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,2,0,1,4,4,5,4,"210000"
0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,1,1,1,1,1,0,1,2,0,0,9,3,"272612"
0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,"212607"
1,2,0,0,2,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,6,3,"222100"
0,0,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,7,3,"070000"
0,2,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,3,4,"132000"
1,0,0,2,0,0,2,1,0,0,1,2,2,0,0,0,2,0,2,0,0,2,0,0,0,0,3,7,"170100"
0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,1,0,2,0,0,0,2,1,0,0,5,4,"251500"
2,0,1,0,2,1,0,0,2,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,6,4,"171600"
0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,3,"211100"
2,2,2,0,2,1,0,1,2,2,0,0,0,1,2,1,0,0,0,0,0,2,2,0,0,0,4,9,"212000"
1,2,1,2,1,0,2,0,0,2,1,0,0,0,0,1,1,1,0,2,0,2,0,0,2,2,7,6,"030000"
0,0,0,0,0,2,0,0,2,1,1,1,0,0,0,0,2,0,0,2,0,2,0,2,0,0,3,6,"170500"
1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,0,0,0,3,4,"000200"
0,0,0,0,2,0,0,1,2,0,1,2,1,1,1,0,0,0,0,2,0,0,1,0,0,0,6,4,"030200"
0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,2,0,0,7,6,2,3,"240000"
2,1,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,"271100"
2,1,0,0,2,0,1,2,1,1,1,2,2,1,0,2,1,2,0,2,1,2,0,0,1,0,8,9,"121500"
0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,4,"212400"
1,1,0,0,1,0,0,0,1,0,1,2,1,1,1,0,2,0,0,2,1,0,0,0,0,0,9,3,"111227"
1,2,2,2,1,0,2,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,7,"111600"
0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,2,2,1,0,0,0,4,3,"242500"
1,2,2,0,2,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,2,1,0,0,3,8,"170700"
2,0,0,1,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,5,4,2,5,"270000"
0,2,0,0,1,0,0,0,1,1,1,0,2,1,1,0,1,2,1,2,0,2,0,0,0,0,8,5,"030400"
0,1,0,0,2,0,2,2,2,1,1,1,0,0,0,0,0,0,0,1,2,0,2,0,3,2,5,6,"230000"
0,1,2,0,0,0,0,1,0,1,0,2,0,2,1,1,0,0,1,1,1,2,2,2,0,0,8,6,"161700"
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,7,7,2,2,"160000"
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,7,2,2,"030000"
0,0,2,2,0,1,2,0,0,1,2,1,2,2,0,2,2,0,2,0,1,0,1,0,0,0,5,9,"050600"
1,2,2,0,1,0,1,2,0,1,2,0,1,2,1,1,2,0,0,1,0,2,2,2,0,0,8,9,"111000"
0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,2,2,0,0,0,4,3,"262500"
0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,1,0,0,2,0,0,0,3,5,"152005"
0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,4,3,"232200"
0,2,0,2,0,2,0,1,0,2,1,1,1,1,0,1,2,2,1,1,0,0,0,1,0,0,9,6,"040312"
1,2,0,2,0,0,0,2,0,1,2,0,0,1,0,0,1,0,2,2,2,1,2,0,0,0,5,8,"131200"
2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,6,6,3,3,"270400"
1,0,0,0,2,0,0,0,2,1,2,0,1,2,1,0,0,1,0,0,0,1,0,2,3,2,6,5,"260000"
0,0,0,0,0,0,2,2,0,0,0,1,0,2,0,0,2,2,2,1,1,1,2,0,0,0,4,7,"060700"
2,2,1,0,1,2,1,0,1,0,2,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,6,6,"112117"
0,0,0,0,0,0,2,2,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,4,"152200"
1,1,1,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,2,0,0,2,0,0,0,7,3,"232422"
0,0,0,1,2,1,0,0,0,0,1,0,0,2,0,0,1,0,1,2,2,0,2,0,4,3,5,5,"260000"
2,0,0,2,1,0,0,0,1,1,2,0,1,0,0,0,2,1,2,1,0,2,0,0,1,1,6,6,"010000"
0,2,0,1,1,1,0,2,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,5,5,"262500"
1,0,2,2,0,1,0,0,0,0,1,2,1,0,1,0,2,0,1,1,1,1,0,0,0,0,9,4,"141310"
0,1,0,2,0,0,2,0,0,2,0,2,0,2,0,1,1,1,0,0,2,0,0,2,0,0,4,7,"251500"
2,1,0,0,2,0,1,0,0,2,1,2,0,0,1,1,0,0,2,2,0,2,1,1,0,0,7,7,"010227"
0,1,2,0,0,1,0,2,1,1,1,1,0,1,2,2,0,0,2,0,0,2,1,2,0,0,8,7,"121100"
2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,2,1,0,1,0,1,0,0,5,4,"211100"
2,0,0,0,0,0,2,2,0,0,1,2,0,2,1,2,2,2,0,1,1,1,0,0,0,0,5,8,"030400"
0,1,0,0,1,0,0,0,0,1,1,1,0,2,0,0,0,2,0,1,1,0,2,0,0,0,7,3,"171613"
0,1,0,1,2,1,0,2,1,0,2,1,2,2,1,0,2,1,1,0,2,0,2,1,0,0,9,8,"161500"
0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,1,2,2,1,1,0,0,8,4,"212006"
2,2,1,1,1,1,0,2,0,1,2,2,0,1,0,0,0,0,1,0,1,2,1,0,0,0,9,6,"050400"
0,1,0,0,2,1,0,1,0,2,1,0,1,2,2,2,1,2,2,1,2,1,2,1,0,0,9,9,"010200"
2,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,4,3,"071700"
0,1,0,1,1,1,0,2,2,2,1,0,0,0,0,2,0,1,0,1,0,1,2,0,0,0,8,5,"121300"
2,0,1,2,0,0,0,0,2,2,0,0,0,2,0,0,2,2,2,0,1,1,1,1,0,0,5,8,"040300"
0,2,1,2,2,2,2,0,2,0,1,1,2,1,2,1,0,0,2,1,1,0,0,0,0,0,7,9,"150500"
1,2,2,2,1,0,2,2,2,2,1,1,1,1,2,0,1,0,2,0,0,0,0,1,0,0,8,9,"251500"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,7,7,2,2,"130000"
0,0,0,2,0,2,0,0,0,1,1,0,0,2,1,1,1,1,1,0,1,2,1,2,0,0,9,5,"262710"
0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,1,0,1,0,2,0,2,0,0,5,4,"150500"
2,0,0,0,2,0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,2,2,0,4,3,4,5,"040000"
0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,3,4,"020500"
0,0,1,0,1,2,0,1,0,0,2,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,4,5,"020117"
0,1,2,1,0,1,1,0,1,2,2,2,2,1,0,2,0,0,0,2,1,0,0,0,0,0,7,7,"130300"
2,2,1,0,2,1,0,0,0,0,1,2,0,1,0,0,2,0,1,1,1,1,0,1,0,0,9,5,"150527"
1,1,2,1,1,2,2,2,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,8,"250000"
0,0,1,2,2,2,2,1,0,0,0,2,1,1,1,0,1,0,0,0,2,2,0,0,0,0,6,7,"030400"
0,0,0,2,2,2,2,1,0,0,1,0,0,1,0,1,0,0,2,0,2,0,0,0,4,3,4,6,"150000"
0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,2,2,0,1,0,0,0,0,0,0,4,3,"212000"
0,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1,2,0,0,6,3,"161500"
2,0,0,2,0,0,0,0,0,1,1,1,0,2,0,0,1,2,1,1,0,2,0,0,3,3,6,5,"051000"
2,0,0,1,2,0,2,1,0,1,2,1,0,0,0,2,0,0,0,2,0,2,2,1,0,0,5,8,"040300"
2,1,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3,"060500"
0,0,1,0,1,2,0,0,0,1,0,2,1,2,2,0,1,0,1,2,2,2,2,2,1,0,6,9,"200000"
0,1,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,4,3,"242300"
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,7,7,2,2,"260000"
0,0,0,1,2,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,6,5,2,4,"130000"
1,0,0,2,0,0,0,1,2,1,0,1,1,1,0,2,2,0,0,1,0,2,0,1,0,0,8,5,"040310"
0,0,1,0,0,0,0,0,2,1,1,2,2,1,2,0,0,0,0,1,0,2,2,2,3,2,5,7,"120000"
0,0,1,2,0,0,1,1,0,1,2,0,1,1,1,0,0,0,2,2,0,2,0,1,0,0,8,5,"020100"
2,0,0,0,2,0,1,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,4,"172721"
0,0,0,0,2,1,0,0,0,0,1,0,2,2,0,0,2,0,0,0,1,0,0,0,0,0,3,4,"141600"
2,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,3,"040300"
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,2,0,1,0,0,2,1,0,0,7,3,"040324"
0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,4,"121300"
1,2,0,1,1,1,1,2,1,0,2,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0,7,6,"121300"
0,0,0,0,0,1,0,2,0,2,0,0,1,1,1,0,0,0,0,1,0,1,1,2,0,0,7,3,"151421"
1,1,2,0,0,0,1,0,1,0,0,0,1,1,1,2,0,1,0,0,0,0,2,0,0,0,8,3,"030400"
0,0,2,1,2,0,2,1,1,0,1,0,0,2,0,1,0,0,1,2,0,0,2,0,3,2,6,6,"250000"
0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,5,5,"222300"
2,1,1,0,2,2,1,1,0,0,2,2,0,0,1,2,1,2,0,1,0,0,0,0,0,0,7,7,"212200"
1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,2,5,4,3,3,"170000"
2,0,0,1,0,0,2,1,0,0,2,2,1,2,2,2,2,1,2,1,1,0,1,0,0,0,7,9,"212200"
2,0,0,2,0,0,0,0,0,2,2,0,1,0,0,2,2,0,2,1,0,1,2,0,0,0,3,8,"232700"
1,0,1,2,2,0,0,0,0,1,2,0,1,2,0,2,1,0,0,1,1,1,0,0,0,0,8,5,"060513"
0,2,1,1,1,1,2,2,2,1,2,0,0,1,2,0,0,1,1,2,2,0,0,0,0,0,8,8,"242300"
1,1,1,0,2,0,0,0,0,0,1,1,0,1,2,2,0,2,0,0,0,1,1,1,0,0,9,4,"000703"
0,2,0,2,1,2,2,1,0,1,2,0,0,2,1,0,2,0,2,1,2,0,1,0,1,0,6,9,"000000"
2,2,2,0,0,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,5,"121100"
1,2,0,0,0,2,0,0,2,1,2,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,5,5,"030400"
0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,3,3,"141022"
0,0,0,1,2,1,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,1,5,4,3,5,"030000"
2,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,1,0,0,6,6,3,3,"050000"
0,0,2,1,0,0,0,2,0,0,1,0,0,0,2,0,0,1,1,0,0,1,2,0,0,0,5,4,"242500"
0,2,0,0,1,1,0,0,0,2,2,0,2,0,2,2,0,0,2,2,2,0,1,0,0,0,3,9,"051017"
0,1,0,0,1,0,0,1,0,2,0,2,2,1,2,1,1,1,2,2,2,0,0,0,0,0,7,7,"212000"
0,1,0,0,1,0,0,1,0,0,0,2,1,1,1,1,2,0,1,0,2,0,1,0,0,0,9,3,"010200"
2,1,1,0,1,0,1,1,1,1,0,0,1,2,2,0,2,1,2,0,0,2,0,0,0,0,9,6,"202700"
0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,2,1,0,0,0,0,0,3,4,"251600"
0,0,0,0,1,2,0,0,0,1,1,1,1,2,1,0,0,0,1,1,2,2,0,0,0,0,8,4,"171000"
0,2,0,0,0,2,0,0,0,0,0,1,0,1,2,0,2,0,0,2,2,0,1,2,0,0,3,7,"270200"
0,2,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,3,4,"121100"
0,2,0,1,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,4,"031100"
1,1,1,0,2,0,2,0,0,2,1,1,0,0,1,2,1,0,2,1,0,2,2,1,0,0,9,7,"031300"
0,0,0,0,0,0,2,0,2,0,0,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,3,4,"160500"
1,0,2,0,1,1,0,1,0,0,1,0,0,2,0,2,1,2,0,2,2,0,2,0,0,0,6,7,"000113"
1,1,1,1,0,1,0,0,2,1,2,0,1,2,1,2,1,2,0,2,0,2,0,2,0,0,9,8,"011115"
2,0,1,2,2,0,0,1,0,1,1,2,2,2,0,0,0,0,0,0,0,1,2,0,0,0,5,7,"171600"
2,1,0,0,0,0,0,1,0,0,1,0,2,2,0,1,0,0,0,2,0,0,0,2,0,0,4,5,"172700"
2,1,0,0,1,0,1,1,1,1,2,0,0,0,0,2,1,2,0,0,0,2,0,0,2,2,7,5,"050000"
0,0,0,2,1,0,2,1,0,0,1,1,0,1,2,0,2,0,2,1,2,1,0,2,0,0,7,7,"060703"
2,2,1,0,1,0,0,0,0,2,1,0,0,0,1,2,1,0,2,1,0,2,1,1,0,0,8,6,"031300"
2,0,0,0,2,1,0,0,0,2,0,0,1,2,1,0,0,0,0,0,1,2,0,0,1,1,4,5,"160000"
2,2,0,2,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5,"260100"
1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,0,0,4,4,"060700"
2,0,0,1,2,2,0,0,0,1,1,2,0,2,0,1,0,0,1,0,0,2,0,0,1,1,5,6,"020000"
1,2,1,0,0,2,0,0,2,2,0,0,1,2,2,0,0,0,0,2,2,1,2,0,0,0,4,9,"232400"
1,1,0,2,0,2,2,2,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,6,"011100"
2,0,0,0,1,2,2,0,2,2,0,2,2,0,1,0,2,1,0,0,1,0,2,0,0,0,4,9,"112100"
0,2,1,0,0,0,0,2,1,1,1,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,5,5,"171000"
2,2,0,1,0,0,0,0,2,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,3,3,3,5,"150000"
0,0,0,0,0,1,1,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,4,"120600"
0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3,3,"102700"
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,7,1,2,"230000"
0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,7,2,2,"140000"
0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,1,2,1,2,1,0,0,0,0,3,7,"061300"
0,2,0,0,1,0,0,2,1,2,2,2,1,0,1,0,0,0,0,2,1,0,2,0,1,1,5,7,"131500"
0,2,0,0,1,2,2,1,0,0,2,0,0,1,2,1,2,2,0,1,2,0,0,0,0,0,5,8,"262700"
2,1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,"221200"
0,2,0,1,1,0,0,2,0,2,2,1,2,0,0,1,0,0,1,2,0,2,1,0,0,0,6,7,"272000"
1,0,0,0,2,0,0,2,2,1,0,2,0,1,0,2,1,0,0,1,2,1,0,0,0,0,6,6,"060527"
0,0,2,0,1,0,0,1,0,1,1,1,1,0,2,2,0,0,2,0,0,0,2,2,0,0,6,6,"232200"
2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,2,0,0,1,0,2,2,0,4,3,5,5,"240000"
2,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,1,0,1,2,0,0,3,7,"141200"
0,1,1,2,2,1,0,2,2,2,1,0,0,2,0,2,2,0,1,1,1,0,1,1,0,0,9,8,"050600"
0,0,0,1,1,1,2,2,2,1,0,2,0,0,0,1,0,0,2,2,0,0,1,0,0,0,6,6,"121300"
2,0,0,1,0,1,0,0,0,1,2,0,0,2,1,1,1,1,2,0,2,2,2,0,2,1,7,7,"150000"
2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,3,"170100"
0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,3,3,"200100"
0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,3,"111200"
2,1,0,0,0,0,0,2,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,5,4,4,3,"110000"
2,1,0,0,2,0,1,2,0,2,0,0,0,0,0,2,1,0,2,1,1,2,2,1,2,1,6,8,"170000"
0,1,0,0,2,2,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,1,1,1,0,0,6,4,"051500"
0,0,0,0,1,0,1,0,0,0,1,2,0,2,0,0,1,2,1,0,1,2,1,0,0,0,7,4,"111027"
1,0,0,0,1,0,1,1,0,2,1,2,1,0,0,2,1,0,2,1,0,1,0,2,0,0,9,5,"000104"
1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,2,2,0,0,2,0,1,1,0,3,3,6,4,"240000"
0,0,0,2,0,1,0,0,2,1,0,1,1,1,2,0,1,0,2,0,1,0,0,2,0,0,7,5,"141500"
0,0,2,2,1,0,0,0,2,1,0,2,1,2,2,0,1,0,2,1,1,0,2,1,0,0,7,8,"071700"
0,0,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,3,"040300"
0,0,0,2,1,0,0,0,0,2,2,0,1,0,0,2,2,2,2,0,0,1,1,0,0,0,4,7,"232200"
0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,4,3,"010200"
0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,7,6,2,3,"150000"
1,2,0,0,1,2,2,1,2,0,2,1,2,1,2,1,2,2,0,1,0,1,0,1,0,0,9,9,"060700"
0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,2,0,0,2,1,0,0,2,0,0,0,6,4,"070000"
1,0,2,0,2,0,2,1,0,2,0,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,9,5,"232200"
1,1,2,0,2,0,0,2,2,0,0,2,2,1,2,0,1,1,0,1,0,0,1,1,0,0,8,7,"252600"
0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4,3,"011100"
0,0,0,0,1,0,0,2,0,1,1,1,1,0,0,1,2,2,0,1,0,2,2,1,0,0,8,5,"171600"
0,2,0,0,0,0,0,1,0,2,2,2,1,1,0,0,0,1,0,2,0,0,0,1,0,0,5,5,"212215"
0,0,2,1,0,0,0,1,0,1,0,1,2,2,1,0,0,0,0,1,0,0,0,2,0,0,6,4,"211100"
1,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,1,0,0,2,0,2,1,0,0,0,3,7,"051200"
0,1,0,2,2,0,2,2,0,1,2,0,1,1,1,0,1,0,2,0,0,0,0,0,2,2,6,6,"220000"
0,0,0,1,0,0,2,1,0,2,2,2,0,0,0,2,0,1,1,0,2,0,0,0,2,2,4,6,"110000"
